SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_ScreenResult_PS_NG,PSP_HPLC_ResultHighValueCalculatedFromMethodUncertainty,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired
BTX/2009/4232,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2009-12-09,2009-12-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4233,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2009-12-10,2009-12-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4234,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2009-12-10,2009-12-11,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4261,Exe,B026E,Teignbridge DC,SX97808090,Pool,2009-12-14,2009-12-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4262,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2009-12-14,2009-12-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4263,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2009-12-14,2009-12-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4264,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2009-12-14,2009-12-15,Native Oysters,Not tested,,,Not tested,,Not tested,
BTX/2009/4265,Medina,B063B,Isle of Wight Council,SZ50109510,Medina Wharf,2009-12-14,2009-12-15,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4266,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2009-12-14,2009-12-15,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4267,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2009-12-14,2009-12-15,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4268,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2009-12-14,2009-12-15,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4269,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2009-12-14,2009-12-15,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4270,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2009-12-14,2009-12-15,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4271,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2009-12-14,2009-12-15,Surf Clams,,,ND,,NEGATIVE,<RL,
BTX/2009/4298,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2009-12-15,2009-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4299,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2009-12-15,2009-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4300,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2009-12-15,2009-12-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4301,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2009-12-14,2009-12-16,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2009/4302,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2009-12-15,2009-12-16,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2009/4313,Menai Strait East,B055N,Gwynedd CC,SH59007370,Bangor,2009-12-16,2009-12-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4314,Dart,B028F,South Hams DC,SX87415599,Waddeton,2009-12-16,2009-12-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4315,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2009-12-16,2009-12-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2009/4316,Lymington River,B083A,New Forest DC,SZ32909562,Railway Bridge,2009-12-16,2009-12-17,Native Oysters,NG,,,Insufficient,,<RL,No additional sample required
BTX/2010/0001,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2010-01-04,2010-01-04,Pacific Oysters,NG,,,,NEGATIVE,1.1,Additional flesh and water samples requested
BTX/2010/0004,Silloth,B059L,Allerdale DC,NY10055345,Lees Scar,2010-01-05,2010-01-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0005,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2010-01-05,2010-01-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0006,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2010-01-05,2010-01-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0007,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2010-01-05,2010-01-06,Native Oysters,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2010/0008,The Wash,B003D,Boston BC,TF44403720,Maretail,2010-01-05,2010-01-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0009,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2010-01-05,2010-01-06,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0010,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2010-01-05,2010-01-06,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0020,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2010-01-05,2010-01-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0021,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2010-01-05,2010-01-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0022,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2010-01-06,2010-01-07,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0028,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2010-01-05,2010-01-08,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0029,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2010-01-06,2010-01-08,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0048,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2010-01-11,2010-01-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0049,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2010-01-11,2010-01-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0050,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2010-01-11,2010-01-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0051,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2010-01-12,2010-01-12,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0063,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2010-01-12,2010-01-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0064,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2010-01-12,2010-01-13,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0073,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2010-01-13,2010-01-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0074,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2010-01-12,2010-01-14,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0075,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2010-01-13,2010-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0076,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2010-01-13,2010-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0077,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2010-01-13,2010-01-14,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0080,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2010-01-14,2010-01-15,Mussels,NG,,,,NEGATIVE,<RL,No additional action required
BTX/2010/0081,Poole,B054P,Poole BC,SY99448968,Hamworthy,2010-01-14,2010-01-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0082,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2010-01-18,2010-01-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0083,Dart,B028F,South Hams DC,SX87415599,Waddeton,2010-01-18,2010-01-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0084,Holy Island-Ross Links,B001O,Northumberland CC,NU12333958,Ross Links,2010-01-18,2010-01-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0085,Lyme Bay,B090K,East Devon DC,SY12068682,Chit Rocks,2010-01-18,2010-01-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0086,Helford,B034Z,Falmouth and Truro PHA,SW80242337 ,Porthallow South,2010-01-18,2010-01-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0087,Camel,B035X,North Cornwall DC,SW93428533 ,Porthilly Cove,2010-01-18,2010-01-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0088,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2010-01-18,2010-01-19,Pacific Oysters,,,,,NEGATIVE,<RL,
BTX/2010/0089,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2010-01-18,2010-01-19,Surf Clams,,,ND,,NEGATIVE,<RL,
BTX/2010/0090,Medina,B063B,Isle of Wight Council,SZ50109510,Medina Wharf,2010-01-18,2010-01-19,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0091,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2010-01-18,2010-01-19,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0092,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2010-01-18,2010-01-19,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0093,Helford,B034V,Falmouth and Truro PHA,SW75332672 ,South of Porth Navas Bar,2010-01-18,2010-01-19,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0094,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2010-01-18,2010-01-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0095,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2010-01-18,2010-01-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0096,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2010-01-18,2010-01-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0123,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2010-01-19,2010-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0124,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2010-01-19,2010-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0125,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2010-01-19,2010-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0126,Walton Backwaters,B011R,Tendring DC ,TM22142478,Kirby Creek,2010-01-19,2010-01-20,Pacific Oysters,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2010/0127,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2010-01-19,2010-01-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0128,The Solent,B24AK,Southampton PHA,SU48610053 ,Off Stanswood,2010-01-18,2010-01-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0129,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2010-01-19,2010-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0130,Exe,B026E,Teignbridge DC,SX97808090,Pool,2010-01-19,2010-01-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0132,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2010-01-20,2010-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0133,Liverpool Bay - Wirral,B058D,Mersey PHA,SJ25009200,Leasowe Lighthouse,2010-01-20,2010-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0134,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2010-01-20,2010-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0135,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2010-01-20,2010-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0136,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2010-01-20,2010-01-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0144,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2010-01-21,2010-01-22,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0145,Lymington River,B083A,New Forest DC,SZ32909562,Railway Bridge,2010-01-21,2010-01-22,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0146,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2010-01-21,2010-01-22,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0156,Dovey,B041M,Gwynedd CC,SN61429590 ,Aberdyfi - West,2010-01-25,2010-01-26,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0157,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2010-01-25,2010-01-26,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0158,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2010-01-25,2010-01-26,Mussels,Unable to analyse,,,,NEGATIVE,<RL,Additional flesh sample requested
BTX/2010/0159,Fowey,B070Q,Fowey PHA,SX13405165,Pont Pill No 34,2010-01-25,2010-01-26,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0160,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2010-01-25,2010-01-26,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0161,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2010-01-25,2010-01-26,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0174,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2010-01-25,2010-01-27,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0175,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2010-01-26,2010-01-27,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0176,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2010-01-26,2010-01-27,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0190,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2010-01-27,2010-01-28,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0191,Milford Haven,B39CN,Pembrokeshire CC,SM88200372,Popton Point Mussels,2010-01-27,2010-01-28,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0200,The Wash,B003D,Boston BC,TF44403720,Maretail,2010-02-01,2010-02-02,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0201,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2010-02-01,2010-02-02,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0202,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2010-02-01,2010-02-02,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0203,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2010-02-01,2010-02-02,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0219,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2010-02-02,2010-02-03,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0220,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2010-02-02,2010-02-03,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0221,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2010-02-02,2010-02-03,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0222,Dart,B028F,South Hams DC,SX87415599,Waddeton,2010-02-02,2010-02-03,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0223,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2010-02-02,2010-02-03,Mussels,NG,,,Invalid,,<RL,Additional flesh sample requested
BTX/2010/0224,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2010-02-02,2010-02-03,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0225,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2010-02-02,2010-02-03,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0226,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2010-02-02,2010-02-03,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0227,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2010-02-02,2010-02-03,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0228,The Wash,B003L,Boston BC,TF47604700,Wrangle,2010-02-02,2010-02-03,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0229,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2010-02-02,2010-02-03,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0245,Poole,B054P,Poole BC,SY99448968,Hamworthy,2010-02-03,2010-02-04,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0246,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2010-02-03,2010-02-04,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0247,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2010-02-03,2010-02-04,Pacific Oysters,NG,,,POSITIVE,,<RL,Additional flesh and water sample requested
BTX/2010/0248,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2010-02-03,2010-02-04,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0252,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2010-02-04,2010-02-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0253,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2010-02-04,2010-02-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0254,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2010-02-04,2010-02-05,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0266,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2010-02-08,2010-02-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0267,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2010-02-08,2010-02-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0268,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2010-02-09,2010-02-09,Pacific Oysters,NG,,,Invalid,,<RL,Additional flesh sample requested and received
BTX/2010/0278,The Solent,B24AK,Southampton PHA,SU48610053 ,Off Stanswood,2010-02-08,2010-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0279,Medina,B063B,Isle of Wight Council,SZ50109510,Medina Wharf,2010-02-09,2010-02-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0297,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2010-02-11,2010-02-11,Pacific Oysters,,,,POSITIVE,,,Additional flesh and water samples requested
BTX/2010/0291,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2010-02-10,2010-02-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0292,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2010-02-10,2010-02-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0293,Milford Haven,B39CN,Pembrokeshire CC,SM88200372,Popton Point Mussels,2010-02-10,2010-02-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0294,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2010-02-09,2010-02-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0297,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2010-02-11,2010-02-11,Pacific Oysters,,,,POSITIVE,,,Additional flesh and water samples requested
BTX/2010/0311,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2010-02-14,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0312,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2010-02-14,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0313,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0314,Holy Island-Ross Links,B001O,Northumberland CC,NU12333958,Ross Links,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0315,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0316,Exe,B026E,Teignbridge DC,SX97808090,Pool,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0317,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2010-02-15,2010-02-16,Mussels,,,,,NEGATIVE,,
BTX/2010/0318,Helford,B034Z,Falmouth and Truro PHA,SW80242337 ,Porthallow South,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0319,Helford,B034V,Falmouth and Truro PHA,SW75332672 ,South of Porth Navas Bar,2010-02-15,2010-02-16,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0320,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2010-02-15,2010-02-16,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0321,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2010-02-15,2010-02-16,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2010/0322,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0323,Camel,B035X,North Cornwall DC,SW93428533 ,Porthilly Cove,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0324,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0325,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2010-02-15,2010-02-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0345,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2010-02-16,2010-02-17,Pacific Oysters,,,,,NEGATIVE,,Additional flesh and water samples requested
BTX/2010/0346,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2010-02-15,2010-02-17,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0347,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2010-02-16,2010-02-17,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0348,Walton Backwaters,B011R,Tendring DC ,TM22142478,Kirby Creek,2010-02-16,2010-02-17,Pacific Oysters,NG,,,POSITIVE,,<RL,Additional flesh and water samples requested
BTX/2010/0349,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2010-02-16,2010-02-17,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0350,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2010-02-15,2010-02-17,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0351,Silloth,B059L,Allerdale DC,NY10055345,Lees Scar,2010-02-16,2010-02-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0352,Dovey,B041M,Gwynedd CC,SN61429590,Aberdyfi  - West,2010-02-15,2010-02-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0353,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2010-02-16,2010-02-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0363,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2010-02-17,2010-02-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0364,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2010-02-17,2010-02-18,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0365,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2010-02-17,2010-02-18,Pacific Oysters,Not tested,,,Not tested,,Not tested,
BTX/2010/0366,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2010-02-18,2010-02-18,Pacific Oysters,,,,,NEGATIVE,,Additional flesh and water samples requested and received
BTX/2010/0368,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2010-02-18,2010-02-19,Mussels,Not tested,,,Not tested,,Not tested,
BTX/2010/0369,Menai Strait East,B055N,Gwynedd CC,SH59007370,Bangor,2010-02-18,2010-02-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0381,Liverpool Bay - Wirral,B058D,Mersey PHA,SJ25009200,Leasowe Lighthouse,2010-02-22,2010-02-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0391,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2010-02-23,2010-02-24,Mussels,NG,,,Invalid,,<RL,
BTX/2010/0392,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2010-02-23,2010-02-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0393,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2010-02-23,2010-02-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0394,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2010-02-23,2010-02-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0395,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2010-02-23,2010-02-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2010/0396,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2010-02-23,2010-02-24,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0397,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2010-02-23,2010-02-24,Native Oysters,Insufficient,,,,NEGATIVE,<RL,None area is closing for season
BTX/2010/0398,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2010-02-23,2010-02-24,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0399,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2010-02-23,2010-02-24,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2010/0400,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2010-02-23,2010-02-24,Native Oysters,NG,,,,NEGATIVE,<RL,
