SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCSemiquantResult,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2016/2059,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-06-29,2016-06-30,Mussels,,,,,,,<LOQ,
BTX/2016/2060,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-06-29,2016-06-30,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2061,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2016-06-29,2016-06-30,Mussels,,,,,,,<LOQ,
BTX/2016/2063,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2016-06-30,2016-06-30,Pacific oysters,,,,,,,<LOQ,
BTX/2016/2067,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-06-30,2016-07-01,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2068,Camel,B35AE,Cornwall CC,SW93427530,Porthilly Rock B,2016-06-30,2016-07-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2084,The Wash,B003V,Boston BC,TF44234098,Toft,2016-07-04,2016-07-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2085,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2016-07-04,2016-07-05,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2086,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2016-07-04,2016-07-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2087,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2016-07-04,2016-07-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2088,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-07-04,2016-07-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2089,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2016-07-04,2016-07-05,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2090,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2016-07-04,2016-07-05,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2091,Roach,B73AF,London PHA,TQ94909207,Paglesham,2016-07-04,2016-07-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2092,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2016-07-04,2016-07-05,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2093,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-07-04,2016-07-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2094,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-07-04,2016-07-05,Pacific oysters,ND,,,59,<RL,<RL,<LOQ,
BTX/2016/2095,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-07-04,2016-07-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2096,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-07-04,2016-07-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2097,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2016-07-04,2016-07-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2098,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2016-07-04,2016-07-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2099,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-07-04,2016-07-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/2100,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-07-04,2016-07-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
