SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2014/2893,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2014-09-08,2014-09-10,Pacific oysters,ND,,32,22,<RL,<LOQ,
BTX/2014/2894,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2014-09-09,2014-09-10,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2895,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2014-09-09,2014-09-10,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2896,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2014-09-09,2014-09-10,Native oysters,Unable to analyse,,Unable to analyse,Unable to analyse,Unable to analyse,Unable to analyse,
BTX/2014/2897,Swansea,B037G,Swansea PHA,SS63408850,Mumbles (Swansea Bay south),2014-09-09,2014-09-10,Mussels,ND,,14,<RL,<RL,<LOQ,
BTX/2014/2898,Colne,B012F,Colchester BC,TM06311621,Pyefleet Spit,2014-09-09,2014-09-10,Pacific Oysters,Unable to analyse,,Unable to analyse,Unable to analyse,Unable to analyse,Unable to analyse,
BTX/2014/2913,Conwy,B044H,Conwy CBC,SH761797,Morfa ,2014-09-10,2014-09-11,Mussels,,,<RL,<RL,<RL,,
BTX/2014/2914,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2014-09-10,2014-09-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2915,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2014-09-10,2014-09-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2916,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2014-09-10,2014-09-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2917,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2014-09-10,2014-09-11,Mussels,ND,,,,,,
BTX/2014/2918,Portsmouth Harbour,B020I,Portsmouth PHA,SU64900435,Tipner Bridge,2014-09-10,2014-09-11,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2919,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2014-09-10,2014-09-11,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2920,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2014-09-10,2014-09-11,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2921,Teign,B27AD,Teignbridge DC,SX92107237,Devon Valley West,2014-09-10,2014-09-11,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2924,Duddon,B052D,Barrow-in-Furness BC,SD16897651,Duddon Channel,2014-09-11,2014-09-12,Mussels,ND,,18,<RL,<RL,<LOQ,
BTX/2014/2925,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2014-09-10,2014-09-12,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2926,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2014-09-10,2014-09-12,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2953,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2014-09-15,2014-09-16,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2954,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2014-09-15,2014-09-16,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2955,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-09-15,2014-09-16,Mussels,,,139,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/2956,Dee,B45AB,Flintshire CC,SJ1736080364,Salisbury,2014-09-15,2014-09-16,Cockles,,,<RL,<RL,<RL,,
BTX/2014/2957,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2014-09-15,2014-09-16,Mussels,,,254,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/2991,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2014-09-16,2014-09-17,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2992,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2014-09-15,2014-09-17,Pacific oysters,Test Not Required,,Test Not Required,Test Not Required,Test Not Required,Test Not Required,
BTX/2014/2993,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2014-09-16,2014-09-17,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/2994,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2014-09-16,2014-09-17,Mussels,ND,,,,,,
BTX/2014/2995,Swale,B076P,Swale BC,TR01316497,The Causeway,2014-09-16,2014-09-17,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3010,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2014-09-17,2014-09-18,Mussels,,,27,<RL,<RL,,
BTX/2014/3011,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-09-17,2014-09-18,Mussels,ND,,232,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2014/3012,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2014-09-17,2014-09-18,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3042,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2014-09-22,2014-09-23,Mussels,ND,,,,,,
BTX/2014/3043,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-09-22,2014-09-23,Mussels,,,206,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/3044,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2014-09-22,2014-09-23,Mussels,,,112,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/3045,The Wash,B003V,Boston BC,TF44234098,Toft,2014-09-22,2014-09-23,Mussels,ND,,<RL,<RL,<RL,1.1,
BTX/2014/3046,Roach,B73AF,London PHA,TQ94909207,Paglesham,2014-09-22,2014-09-23,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3047,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2014-09-22,2014-09-23,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3048,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2014-09-22,2014-09-23,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3049,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2014-09-22,2014-09-23,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3050,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2014-09-22,2014-09-23,Mussels,ND,,51,<RL,<RL,<LOQ,
BTX/2014/3073,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2014-09-23,2014-09-24,Native oysters,Detected,<400,<RL,<RL,<RL,<LOQ,
BTX/2014/3074,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2014-09-23,2014-09-24,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3075,Fal,B33AQ,Cornwall PHA,SW84073879,Turnaware Pontoon,2014-09-23,2014-09-24,Native oysters,Detected,<400,<RL,<RL,<RL,<LOQ,
BTX/2014/3076,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2014-09-23,2014-09-24,Native oysters,Detected,<400,<RL,<RL,<RL,<LOQ,
BTX/2014/3078,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2014-09-22,2014-09-24,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3079,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2014-09-23,2014-09-24,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3080,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2014-09-23,2014-09-24,Mussels,ND,,55,<RL,<RL,<LOQ,
BTX/2014/3101,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2014-09-24,2014-09-25,Pacific oysters,ND,,,,,,
BTX/2014/3102,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2014-09-24,2014-09-25,Mussels,Detected,<400,<RL,<RL,<RL,<LOQ,
BTX/2014/3103,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2014-09-24,2014-09-25,Surf clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3109,Duddon,B052D,Barrow-in-Furness BC,SD16897651,Duddon Channel,2014-09-25,2014-09-26,Mussels,ND,,<RL,<RL,<RL,,
BTX/2014/3110,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2014-09-25,2014-09-26,Pacific oysters,,,<RL,<RL,<RL,,
BTX/2014/3124,West Mersea,B13AA,Colchester BC,TM02971220,West Mersea Outfall,2014-09-29,2014-09-30,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3125,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-09-29,2014-09-30,Mussels,,,119,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/3126,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2014-09-28,2014-09-30,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3127,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2014-09-28,2014-09-30,Mussels,ND,,,,,,
BTX/2014/3128,Blackwater,B014V,Maldon DC,TL912079,Goldhanger,2014-09-29,2014-09-30,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3129,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2014-09-29,2014-09-30,Mussels,ND,,129,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2014/3130,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2014-09-29,2014-09-30,Mussels,,,44,<RL,<RL,,
BTX/2014/3171,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2014-09-30,2014-10-01,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3172,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2014-09-30,2014-10-01,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3173,Fal,B33BD,Cornwall PHA,SW84093949,TrelissickPontoon,2014-09-30,2014-10-01,Mussels,ND,,,,,,
BTX/2014/3174,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2014-09-30,2014-10-01,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3175,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2014-09-30,2014-10-01,Mussels,,,101,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/3181,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2014-10-01,2014-10-01,Pacific oysters,,,<RL,<RL,<RL,,
BTX/2014/3201,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-10-01,2014-10-02,Mussels,ND,,23,<RL,<RL,<LOQ,
BTX/2014/3214,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2014-10-06,2014-10-07,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3215,West Mersea,B13AG,Colchester BC,TL97491341,Salcott Pacifics,2014-10-06,2014-10-07,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3216,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2014-10-06,2014-10-07,Mussels,ND,,40,<RL,<RL,<LOQ,
BTX/2014/3217,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2014-10-06,2014-10-07,Mussels,ND,,,,,,
BTX/2014/3218,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2014-10-06,2014-10-07,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3219,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2014-10-06,2014-10-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3220,Portsmouth Harbour,B020I,Portsmouth PHA,SU64920435,Tipner Bridge,2014-10-06,2014-10-07,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3221,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2014-10-06,2014-10-07,Mussels,,,<RL,<RL,<RL,,
BTX/2014/3222,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2014-10-07,2014-10-07,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3250,Chichester Harbour,B018M,Chichester DC,SU74690448,Emsworth,2014-10-07,2014-10-08,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3251,Colne,B012F,Colchester BC,TM06301622,Pyefleet Spit,2014-10-07,2014-10-08,Pacific Oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3252,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2014-10-07,2014-10-08,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3253,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2014-10-07,2014-10-08,Mussels,,,102,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/3254,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2014-10-07,2014-10-08,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3255,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2014-10-07,2014-10-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3256,Langstone Harbour,B019L,Portsmouth PHA,SU70620320,Langstone Channel,2014-10-07,2014-10-08,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3258,Teign,B27AD,Teignbridge DC,SX92107237,Devon Valley West,2014-10-07,2014-10-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3259,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2014-10-07,2014-10-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3260,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2014-10-07,2014-10-08,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3262,Portland,B25AE,Weymouth PHA,SY69947680,North Eastern Breakwater,2014-10-08,2014-10-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3295,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,,2014-10-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3296,Conwy,B044H,Conwy CBC,SH761797,Morfa ,2014-10-07,2014-10-09,Mussels,No result,,<RL,<RL,<RL,<LOQ,Additional flesh sample requested
BTX/2014/3297,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2014-10-08,2014-10-09,Mussels,Detected,<400,<RL,<RL,<RL,<LOQ,
BTX/2014/3298,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2014-10-08,2014-10-09,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3299,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2014-10-08,2014-10-09,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3300,Swansea,B037G,Swansea PHA,SS63388850,Mumbles (Swansea Bay south),2014-10-08,2014-10-09,Mussels,ND,,19,<RL,<RL,<LOQ,
BTX/2014/3304,Dee,B45AB,Flintshire CC,SJ17368036,Salisbury,2014-10-09,2014-10-10,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3305,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2014-10-09,2014-10-10,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3330,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2014-10-13,2014-10-14,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3331,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2014-10-13,2014-10-14,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3332,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2014-10-13,2014-10-14,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3333,Fal,B33BD,Cornwall PHA,SW84093949,TrelissickPontoon,2014-10-13,2014-10-14,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3365,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2014-10-14,2014-10-15,Mussels,ND,,,,,,
BTX/2014/3366,Swale,B076P,Swale BC,TR01316497,The Causeway,2014-10-14,2014-10-15,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3379,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2014-10-15,2014-10-16,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3380,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2014-10-15,2014-10-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3381,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2014-10-15,2014-10-16,Mussels,ND,,62,<RL,<RL,<LOQ,
BTX/2014/3388,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2014-10-16,2014-10-17,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3414,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2014-10-20,2014-10-21,Mussels,ND,,25,<RL,<RL,<LOQ,
BTX/2014/3415,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2014-10-20,2014-10-21,Mussels,Not Tested,,Not Tested,Not Tested,Not Tested,Not Tested,
BTX/2014/3416,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-10-20,2014-10-21,Mussels,,,145,<RL,<RL,,Additional flesh and water samples requested
BTX/2014/3417,The Wash,B003V,Boston BC,TF44234098,Toft,2014-10-20,2014-10-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3418,Roach,B73AF,London PHA,TQ94909207,Paglesham,2014-10-20,2014-10-21,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3419,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2014-10-20,2014-10-21,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3420,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2014-10-20,2014-10-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3435,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2014-10-21,2014-10-22,Mussels,,,61,<RL,<RL,,
BTX/2014/3436,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2014-10-21,2014-10-22,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3437,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2014-10-21,2014-10-22,Pacific oysters,,,<RL,<RL,<RL,,
BTX/2014/3456,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2014-10-22,2014-10-23,Mussels,ND,,49,<RL,<RL,<LOQ,
BTX/2014/3457,Burry Inlet,B038I,City and Council of Swansea,SS5113995519,South East 4,2014-10-22,2014-10-23,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3465,Chichester Harbour,B018M,Chichester DC,SU74690448,Emsworth,2014-10-23,2014-10-24,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3466,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2014-10-23,2014-10-24,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3495,Duddon,B052D,Barrow-in-Furness BC,SD16897651,Duddon Channel,2014-10-27,2014-10-28,Mussels,ND,,32,<RL,<RL,<LOQ,
BTX/2014/3499,Blackwater,B014V,Maldon DC,TL912079,Goldhanger,2014-10-27,2014-10-28,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3527,West Mersea,B13AA,Colchester BC,TM02961217,West Mersea Outfall,2014-10-28,2014-10-29,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3528,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2014-10-28,2014-10-29,Mussels,ND,,70,<RL,<RL,<LOQ,
BTX/2014/3529,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2014-10-28,2014-10-29,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3530,Portsmouth Harbour,B020I,Portsmouth PHA,SU64920435,Tipner Bridge,2014-10-28,2014-10-29,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3531,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2014-10-27,2014-10-29,Mussels,,,<RL,<RL,<RL,,
BTX/2014/3532,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2014-10-28,2014-10-29,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3555,North Kent Coast,B17AM,Canterbury CC,TR0818265537,Pollard,2014-10-29,2014-10-30,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3556,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-10-29,2014-10-30,Mussels,ND,,56,<RL,<RL,<LOQ,
BTX/2014/3557,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2014-10-29,2014-10-30,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3580,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2014-11-03,2014-11-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3581,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2014-11-03,2014-11-04,Surf clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3582,West Mersea,B13AG,Colchester BC,TL97411340,Salcott Pacifics,2014-11-03,2014-11-04,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3583,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2014-11-03,2014-11-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3612,Conwy,B044H,Conwy CBC,SH761797,Morfa ,2014-11-04,2014-11-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3613,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2014-11-04,2014-11-05,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3614,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2014-11-04,2014-11-05,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3615,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2014-11-04,2014-11-05,Mussels,ND,,42,<RL,<RL,<LOQ,
BTX/2014/3616,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2014-11-04,2014-11-05,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3617,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2014-11-04,2014-11-05,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3618,Swansea,B037G,Swansea PHA,SS63388850,Mumbles (Swansea Bay south),2014-11-04,2014-11-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3619,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2014-11-04,2014-11-05,Mussels,ND,,17,<RL,<RL,<LOQ,
BTX/2014/3642,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2014-11-05,2014-11-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3645,Roach,B73AF,London PHA,TQ94909207,Paglesham,2014-11-05,2014-11-06,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3646,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2014-11-05,2014-11-06,Mussels,ND,,47,<RL,<RL,<LOQ,
BTX/2014/3647,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2014-11-05,2014-11-06,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3653,Portland,B25AE,Weymouth PHA,SY69947680,North Eastern Breakwater,2014-11-10,2014-11-10,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3679,Chichester Harbour,B018M,Chichester DC,SU74690448,Emsworth,2014-11-10,2014-11-11,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3680,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2014-11-10,2014-11-11,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3681,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2014-11-10,2014-11-11,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3682,The Wash,B003V,Boston BC,TF44234098,Toft,2014-11-10,2014-11-11,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3683,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2014-11-11,2014-11-11,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3707,Dee,B45AB,Flintshire CC,SJ1736080364,Salisbury,2014-11-11,2014-11-12,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3728,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2014-11-12,2014-11-13,Mussels,ND,,39,<RL,<RL,<LOQ,
BTX/2014/3729,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2014-11-12,2014-11-13,Mussels,ND,,27,<RL,<RL,<LOQ,
BTX/2014/3730,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2014-11-12,2014-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3731,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2014-11-12,2014-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3732,Swale,B076P,Swale BC,TR01316497,The Causeway,2014-11-12,2014-11-13,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3733,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2014-11-12,2014-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3734,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2014-11-13,2014-11-14,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/3759,Dee,B45AB,Flintshire CC,SJ17368036,Salisbury,2014-11-17,2014-11-18,Cockles,,,<RL,<RL,<RL,,
BTX/2014/3760,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2014-11-17,2014-11-18,Mussels,ND,,<RL,<RL,<RL,<LOQ,
