SampleNumber,NameOfSite,BedId,LocalAuthority,GridReference,BedName,DateSampleCollected,DateSampleArrivedAtWeymouth,DateSampleArrivedAtBurnham,SpeciesSampled,PSPResultSTXequivalent,DSPResultNegative,DSPResultPositive,DomoicAcid,SampleNumber2
BTX/2003/0367,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2003-06-23,2003-06-24,,Cockles,,POSITIVE,,,BTX/2003/0367
BTX/2003/0368,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2003-06-23,2003-06-24,,Cockles,,POSITIVE,,,BTX/2003/0368
BTX/2003/0369,The Wash,,Kings Lynn & W Norfolk BC,,Heacham Beach(Zone 4),2003-06-23,2003-06-24,,Cockles,,,NEGATIVE,,BTX/2003/0369
BTX/2003/0370,Pegwell Bay,B061A,Thanet DC,TR353638,Pegwell Bay,2003-06-23,2003-06-24,,Cockles,,POSITIVE,,,BTX/2003/0370
BTX/2003/0371,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2003-06-23,2003-06-24,,Cockles,,,NEGATIVE,,BTX/2003/0371
BTX/2003/0372,Burry Inlet,B038B,Carmarthenshire CC,SS48309960,North West,2003-06-23,2003-06-24,,Cockles,ND,,NEGATIVE,<LOD,BTX/2003/0372
BTX/2003/0373,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2003-06-22,2003-06-24,,Cockles,,,NEGATIVE,,BTX/2003/0373
BTX/2003/0374,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2003-06-22,2003-06-24,,Cockles,,,NEGATIVE,,BTX/2003/0374
BTX/2003/0375,The Thames,B16AK,London PHA,TR011860,West Maplin,2003-06-22,2003-06-24,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0375
BTX/2003/0376,The Thames,B16AF,London PHA,TM11940000,Foulness Sands,2003-06-22,2003-06-24,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0376
BTX/2003/0377,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2003-06-22,2003-06-24,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0377
BTX/2003/0378,The Thames,B16BM,London PHA,TQ86208400,Chapman Sands,2003-06-22,2003-06-24,,Mussels,,,NEGATIVE,,BTX/2003/0378
BTX/2003/0379,Fleet Lagoon,B025A,Weymouth PHA,,Abbotsbury Oysters,2003-06-24,2003-06-24,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0379
BTX/2003/0380,Portland,B025J,Weymouth PHA,,Portland Harbour,2003-06-24,2003-06-24,,Mussels,ND,POSITIVE,,<LOD,BTX/2003/0380
BTX/2003/0381,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2003-06-24,2003-06-25,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0381
BTX/2003/0382,West Mersea,B013B,Colchester BC,TM027122,Free Ground West,2003-06-24,2003-06-25,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0382
BTX/2003/0383,West Mersea,B013H,Colchester BC,TM00001370,Strood Channel,2003-06-24,2003-06-25,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0383
BTX/2003/0384,Poole,B054Q,Poole Borough Council,SZ064858,Bournemouth Pier,2003-06-24,2003-06-25,,Mussels,ND,,,,BTX/2003/0384
BTX/2003/0385,Milford Haven,,Pembrokeshire CC,SN010062,Lawrenny Quay,2003-06-24,2003-06-25,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0385
BTX/2003/0386,Salcombe,B029D,South hams DC,SX7554148,Geese quarries,2003-06-24,2003-06-25,,Mussels,ND,,,,BTX/2003/0386
BTX/2003/0387,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2003-06-24,2003-06-25,,Mussels,ND,,,,BTX/2003/0387
BTX/2003/0388,Butley,B009A,Suffolk Coastal DC,TM397487,Butley Creek,2003-06-24,2003-06-25,,Native Oyster,ND,,NEGATIVE,,BTX/2003/0388
BTX/2003/0389,The Wash,B003B,Boston Borough Council,,Butterwick,2003-06-24,2003-06-25,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2003/0389
BTX/2003/0390,The Wash,B003D,Boston Borough Council,TF439377,The Gat,2003-06-24,2003-06-25,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2003/0390
BTX/2003/0391,The Wash,,Kings Lynn & W Norfolk BC,,Daseleys,2003-06-24,2003-06-25,,Native Oyster,ND,,NEGATIVE,<LOD,BTX/2003/0391
BTX/2003/0392,Swale,B076G,London PHA,TR050016580,River Swale #7,2003-06-24,2003-06-25,,Native oyster,ND,,,,BTX/2003/0392
BTX/2003/0393,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2003-06-24,2003-06-25,,Native oyster,ND,,,,BTX/2003/0393
BTX/2003/0394,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2003-06-24,2003-06-25,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2003/0394
BTX/2003/0395,Fal,B033R,Falmouth PHA,SW85623321,Percuil,2003-06-24,2003-06-25,,Pacific oyster,,,NEGATIVE,,BTX/2003/0395
BTX/2003/0396,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2003-06-24,2003-06-25,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2003/0396
BTX/2003/0397,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2003-06-24,2003-06-25,,Pacific oyster,52.48,,,,BTX/2003/0397
BTX/2003/0398,Fal,B033C,Falmouth PHA,SW84544276,Malpas,2003-06-24,2003-06-25,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2003/0398
BTX/2003/0432,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0432
BTX/2003/0433,Colwyn Bay,B069C,Conwy County BC,SH897786,Llanddulas,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0433
BTX/2003/0434,Conwy,B044H,Conwy County BC,SH761797,Morfa,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0434
BTX/2003/0435,Chichester Harbour,B018E,Havant BC,SU746005,Mill Rythe,2003-07-07,2003-07-08,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2003/0435
BTX/2003/0436,Blakeney,B006C,North Norfolk DC,TF990453,Simpool,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0436
BTX/2003/0437,The Wash,,Boston Borough Council,,Zone 2 (Wash),2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0437
BTX/2003/0438,St. Ives Bay,B088B,Penwith DC,SW53403880,Carrack Gladden,2003-07-07,2003-07-08,,Mussels,ND,,,<LOD,BTX/2003/0438
BTX/2003/0439,Morecambe Bay - Barrow,B077B,Barrow BC,SD185706,Cocken Tunnel,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0439
BTX/2003/0440,Morecambe Bay - Roa Island,B077D,Barrow BC,SD233647,Roa Island,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0440
BTX/2003/0441,The Solent,B063B,Isle of Wight Council,SZ501951,Medina Wharf,2003-07-07,2003-07-08,,Native oyster,ND,,,<LOD,BTX/2003/0441
BTX/2003/0442,The Solent,B024B,Isle of Wight Council,SZ579940,Mother Bank,2003-07-07,2003-07-08,,Native oyster,,,NEGATIVE,,BTX/2003/0442
BTX/2003/0443,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0443
BTX/2003/0444,Pegwell Bay,B061A,Thanet DC,TR353638,Pegwell Bay,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0444
BTX/2003/0445,Dee,B045O,Wirral BC,SJ227837,Caldy Blacks,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0445
BTX/2003/0446,Dee,,Wirral BC,,West Kirby,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0446
BTX/2003/0447,Dee,,Wirral BC,,Thurstaton,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0447
BTX/2003/0448,Burry Inlet,B038B,Carmarthenshire CC,SS48309960,North West,2003-07-07,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0448
BTX/2003/0449,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2003-07-06,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0449
BTX/2003/0450,The Thames,B16AK,London PHA,TR011860,West Maplin,2003-07-06,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0450
BTX/2003/0451,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2003-07-06,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0451
BTX/2003/0452,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2003-07-06,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0452
BTX/2003/0453,The Thames,B16BM,London PHA,TQ86208400,Chapman Sands,2003-07-06,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0453
BTX/2003/0454,Dart,B028B,South Hams DC,SX87405598,Waddeton,2003-07-08,2003-07-09,,Pacific oyster,,,NEGATIVE,,BTX/2003/0454
BTX/2003/0455,Dart,B028B,South Hams DC,SX87405598,Waddeton,2003-07-08,2003-07-09,,Mussels,,,NEGATIVE,,BTX/2003/0455
BTX/2003/0456,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2003-07-08,2003-07-09,,Mussels,ND,,,,BTX/2003/0456
BTX/2003/0457,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2003-07-08,2003-07-09,,Pacific oyster,ND,,,,BTX/2003/0457
BTX/2003/0458,Poole,,Poole Council,,Round Island,2003-07-08,2003-07-09,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0458
BTX/2003/0459,Southampton Water,B021F,Southampton PHA,SU479053,Hamble Estuary,2003-07-09,2003-07-10,,Native oyster,ND,,NEGATIVE,,BTX/2003/0459
BTX/2003/0460,Southampton Water,B021D,Southampton PHA,SU453077,Netley,2003-07-09,2003-07-10,,Native oyster,ND,,NEGATIVE,,BTX/2003/0460
BTX/2003/0461,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2003-07-09,2003-07-10,,Native oyster,ND,,NEGATIVE,,BTX/2003/0461
BTX/2003/0462,Taw/Torridge,B036N,Taw-Torridge DC,SS466305,Appledore Lifeboat slip,2003-07-09,2003-07-10,,Mussels,ND,,NEGATIVE,,BTX/2003/0462
BTX/2003/0463,Brixham,B082A,Torbay BC,SX91285739,Fishcombe Cove,2003-07-09,2003-07-10,,Mussels,ND,,NEGATIVE,,BTX/2003/0463
BTX/2003/0464,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2003-07-09,2003-07-10,,Cockles,,POSITIVE,,,BTX/2003/0464
BTX/2003/0465,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2003-07-09,2003-07-10,,Cockles,,POSITIVE,,,BTX/2003/0465
BTX/2003/0432,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0432
BTX/2003/0433,Colwyn Bay,B069C,Conwy County BC,SH897786,Llanddulas,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0433
BTX/2003/0434,Conwy,B044H,Conwy County BC,SH761797,Morfa,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0434
BTX/2003/0435,Chichester Harbour,B018E,Havant BC,SU746005,Mill Rythe,2003-07-07,2003-07-08,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2003/0435
BTX/2003/0436,Blakeney,B006C,North Norfolk DC,TF990453,Simpool,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0436
BTX/2003/0437,The Wash,,Boston Borough Council,,Zone 2 (Wash),2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0437
BTX/2003/0438,St. Ives Bay,B088B,Penwith DC,SW53403880,Carrack Gladden,2003-07-07,2003-07-08,,Mussels,ND,,,<LOD,BTX/2003/0438
BTX/2003/0439,Morecambe Bay - Barrow,B077B,Barrow BC,SD185706,Cocken Tunnel,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0439
BTX/2003/0440,Morecambe Bay - Roa Island,B077D,Barrow BC,SD233647,Roa Island,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0440
BTX/2003/0441,The Solent,B063B,Isle of Wight Council,SZ501951,Medina Wharf,2003-07-07,2003-07-08,,Native oyster,ND,,,<LOD,BTX/2003/0441
BTX/2003/0442,The Solent,B024B,Isle of Wight Council,SZ579940,Mother Bank,2003-07-07,2003-07-08,,Native oyster,,,NEGATIVE,,BTX/2003/0442
BTX/2003/0443,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0443
BTX/2003/0444,Pegwell Bay,B061A,Thanet DC,TR353638,Pegwell Bay,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0444
BTX/2003/0445,Dee,B045O,Wirral BC,SJ227837,Caldy Blacks,2003-07-07,2003-07-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0445
BTX/2003/0446,Dee,,Wirral BC,,West Kirby,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0446
BTX/2003/0447,Dee,,Wirral BC,,Thurstaton,2003-07-07,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0447
BTX/2003/0448,Burry Inlet,B038B,Carmarthenshire CC,SS48309960,North West,2003-07-07,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0448
BTX/2003/0449,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2003-07-06,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0449
BTX/2003/0450,The Thames,B16AK,London PHA,TR011860,West Maplin,2003-07-06,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0450
BTX/2003/0451,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2003-07-06,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0451
BTX/2003/0452,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2003-07-06,2003-07-08,,Cockles,,,NEGATIVE,,BTX/2003/0452
BTX/2003/0453,The Thames,B16BM,London PHA,TQ86208400,Chapman Sands,2003-07-06,2003-07-08,,Cockles,,POSITIVE,,,BTX/2003/0453
BTX/2003/0454,Dart,B028B,South Hams DC,SX87405598,Waddeton,2003-07-08,2003-07-09,,Pacific oyster,,,NEGATIVE,,BTX/2003/0454
BTX/2003/0455,Dart,B028B,South Hams DC,SX87405598,Waddeton,2003-07-08,2003-07-09,,Mussels,,,NEGATIVE,,BTX/2003/0455
BTX/2003/0456,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2003-07-08,2003-07-09,,Mussels,ND,,,,BTX/2003/0456
BTX/2003/0457,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2003-07-08,2003-07-09,,Pacific oyster,ND,,,,BTX/2003/0457
BTX/2003/0458,Poole,,Poole Council,,Round Island,2003-07-08,2003-07-09,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0458
BTX/2003/0459,Southampton Water,B021F,Southampton PHA,SU479053,Hamble Estuary,2003-07-09,2003-07-10,,Native oyster,ND,,NEGATIVE,,BTX/2003/0459
BTX/2003/0460,Southampton Water,B021D,Southampton PHA,SU453077,Netley,2003-07-09,2003-07-10,,Native oyster,ND,,NEGATIVE,,BTX/2003/0460
BTX/2003/0461,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2003-07-09,2003-07-10,,Native oyster,ND,,NEGATIVE,,BTX/2003/0461
BTX/2003/0462,Taw/Torridge,B036N,Taw-Torridge DC,SS466305,Appledore Lifeboat slip,2003-07-09,2003-07-10,,Mussels,ND,,NEGATIVE,,BTX/2003/0462
BTX/2003/0463,Brixham,B082A,Torbay BC,SX91285739,Fishcombe Cove,2003-07-09,2003-07-10,,Mussels,ND,,NEGATIVE,,BTX/2003/0463
BTX/2003/0464,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2003-07-09,2003-07-10,,Cockles,,POSITIVE,,,BTX/2003/0464
BTX/2003/0465,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2003-07-09,2003-07-10,,Cockles,,POSITIVE,,,BTX/2003/0465
BTX/2003/0466,Fleet,B025A,Weymouth PHA,,Abbotsbury oysters,2003-07-14,2003-07-14,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2003/0466
BTX/2003/0467,Pegwell Bay,B061A,Thanet DC,TR353638,Pegwell Bay,2003-07-14,2003-07-15,,Cockles,ND,POSITIVE,,<LOD,BTX/2003/0467
BTX/2003/0468,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2003-07-14,2003-07-15,,Cockles,ND,,,<LOD,BTX/2003/0468
BTX/2003/0469,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0469
BTX/2003/0470,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2003-07-14,2003-07-15,,Cockles,,,NEGATIVE,,BTX/2003/0470
BTX/2003/0471,Burry Inlet,B038L,City and Council of Swansea,SS444973,Whitford Point,2003-07-14,2003-07-15,,Mussels,,,NEGATIVE,,BTX/2003/0471
BTX/2003/0472,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2003-07-14,2003-07-15,,Mussels,ND,,,,BTX/2003/0472
BTX/2003/0473,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2003-07-14,2003-07-15,,Pacific oyster,ND,,,,BTX/2003/0473
BTX/2003/0474,Fowey,B070I,Fowey PHA,SX13405165,Pont Pill No 34,2003-07-14,2003-07-15,,Pacific oyster,ND,,,,BTX/2003/0474
BTX/2003/0475,The Crouch,,Maldon DC,,Althorne creek,2003-07-10,2003-07-15,,Native oyster,ND,,,<LOD,BTX/2003/0475
BTX/2003/0476,The Thames,B16AK,London PHA,TR011860,West Maplin,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0476
BTX/2003/0477,The Thames,B16BR,London PHA,TQ92208250,Phoenix,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0477
BTX/2003/0478,The Thames,B16AF,London PHA,TM11940000,Foulness Sands,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0478
BTX/2003/0479,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0479
BTX/2003/0480,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0480
BTX/2003/0481,Yealm,B031E,Plymouth PHA,SX544494,Fox cove,2003-07-14,2003-07-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0481
BTX/2003/0482,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2003-07-14,2003-07-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0482
BTX/2003/0483,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4 ,2003-07-14,2003-07-15,,Cockles,,,NEGATIVE,,BTX/2003/0483
BTX/2003/0484,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0484
BTX/2003/0485,The Wash,B003B,Boston Borough Council,TF51604930,Zone 1,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0485
BTX/2003/0486,The Wash,B003D,Boston Borough Council,TF439377,Zone 2,2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0486
BTX/2003/0487,The Wash,B003D,Boston Borough Council,TF439377,Zone 2,2003-07-14,2003-07-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0487
BTX/2003/0488,Fal,,Falmouth PHA,,T.Pontoon,2003-07-14,2003-07-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0488
BTX/2003/0489,Fal,B033C,Falmouth PHA,SW84544276,Malpas,2003-07-14,2003-07-15,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0489
BTX/2003/0490,Fal,B033R,Falmouth PHA,SW85623321,Percuil,2003-07-14,2003-07-15,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2003/0490
BTX/2003/0491,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2003-07-14,2003-07-15,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2003/0491
BTX/2003/0492,Burry Inlet,B038B,Carmarthenshire C C,SS483996, North (West),2003-07-14,2003-07-15,,Cockles,,POSITIVE,,,BTX/2003/0492
BTX/2003/0493,Plymouth,B032L,Plymouth PHA,SX407567,Lynher - Shillingham,2003-07-15,2003-07-16,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0493
BTX/2003/0494,Poole,B054Q,Poole Borough Council,SZ064858,Bournemouth Pier,2003-07-15,2003-07-16,,Mussels,,,NEGATIVE,<LOD,BTX/2003/0494
BTX/2003/0495,Teign,,Teignbridge DC,,Gappa Bank,2003-07-14,2003-07-16,,Mussels,,,NEGATIVE,<LOD,BTX/2003/0495
BTX/2003/0496,Bangor,B055F,Gwynedd County BC,SH59407412,Menai Strait - East,2003-07-15,2003-07-16,,Mussels,ND,,,,BTX/2003/0496
BTX/2003/0497,Silloth,B059E,Allerdale DC,NY076517,Silloth,2003-07-14,2003-07-16,,Mussels,,,NEGATIVE,<LOD,BTX/2003/0497
BTX/2003/0498,Exe,B26AA,Teignbridge DC,SX977809,Pool,2003-07-15,2003-07-16,,Mussels,,,NEGATIVE,<LOD,BTX/2003/0498
BTX/2003/0499,Blackwater,,Maldon DC,,Tollesbury N Fleet,2003-07-15,2003-07-16,,Native oyster,,,,,BTX/2003/0499
BTX/2003/0500,Lune,B066H,Wyre BC,SD33105190,Wyre End Scar,2003-07-15,2003-07-16,,Mussels,,,NEGATIVE,<LOD,BTX/2003/0500
BTX/2003/0501,Camel,B035J,North Cornwall DC,SW92417788,Trebetherick Rocks,2003-07-15,2003-07-16,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0501
BTX/2003/0502,Dart,B028B,South Hams DC,SX87405598,Waddeton,2003-07-15,2003-07-16,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0502
BTX/2003/0503,Dart,,South hams DC,,Waddeton,2003-07-15,2003-07-16,,Pacific oysters,,,NEGATIVE,,BTX/2003/0503
BTX/2003/0504,The Solent,B24AX,Portsmouth PHA,SZ62239847,Haslar Wall,2003-07-15,2003-07-16,,Native oyster,,POSITIVE,,<LOD,BTX/2003/0504
BTX/2003/0505,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2003-07-15,2003-07-16,,Native oysters,,POSITIVE,,<LOD,BTX/2003/0505
BTX/2003/0506,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2003-07-15,2003-07-16,,Native oyster,,,NEGATIVE,<LOD,BTX/2003/0506
BTX/2003/0507,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2003-07-15,2003-07-16,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0507
BTX/2003/0508,Milford Haven,,Pembrokeshire CC,SN010062,Lawrenny Quay,2003-07-15,2003-07-16,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0508
BTX/2003/0509,The Wash,B004F,Kings Lynn & W Norfolk BC,TF602342,Stylemans,2003-07-15,2003-07-16,,Mussels,,,NEGATIVE,<LOD,BTX/2003/0509
BTX/2003/0510,The Thames,B016D,London PHA,TQ938827,Corporation Jetty,2003-07-15,2003-07-16,,Mussels,,,NEGATIVE,,BTX/2003/0510
BTX/2003/0513,Plymouth,,Plymouth PHA,,Henn Point,2003-07-16,2003-07-17,,Cockles,,POSITIVE,,,BTX/2003/0518
BTX/2003/0514,Portland,B025J,Weymouth PHA,,Portland Harbour,2003-07-21,2003-07-21,,Cockles,,POSITIVE,,,BTX/2003/0519
BTX/2003/0515,Liverpool Bay- N. Wirral,B058D,Mersey PHA,SJ250920,Leasowe Lighthouse,2003-07-21,2003-07-22,,Cockles,,,NEGATIVE,,BTX/2003/0520
BTX/2003/0516,Ravenglass,B053C,Copeland DC,SD08359610,Ravenglass 2,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0521
BTX/2003/0517,Butley,B009A,Suffolk Coastal DC,TM397487,Butley Creek,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0522
BTX/2003/0518,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0523
BTX/2003/0519,Pegwell Bay,B061A,Thanet DC,TR353638,Pegwell Bay,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0524
BTX/2003/0520,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2003-07-21,2003-07-22,,Cockles,,,NEGATIVE,,BTX/2003/0526
BTX/2003/0521,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0527
BTX/2003/0522,The Wash,,Boston Borough Council,,Zone 1,2003-07-21,2003-07-22,,Cockles,,,NEGATIVE,,BTX/2003/0528
BTX/2003/0523,The Wash,,Boston Borough Council,,Zone 2,2003-07-21,2003-07-22,,Cockles,,,NEGATIVE,,BTX/2003/0532
BTX/2003/0524,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0533
BTX/2003/0525,Dee,B045O,Wirral BC,SJ227837,Caldy Blacks,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0534
BTX/2003/0526,Dee,,Wirral BC,,Thurstaston,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0535
BTX/2003/0527,Dee,,Wirral BC,,West Kirby,2003-07-21,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0536
BTX/2003/0528,Dee,,Flintshire CC,,Mostyn Bank,2003-07-20,2003-07-22,,Cockles,,POSITIVE,,,BTX/2003/0537
BTX/2003/0529,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2003-07-21,2003-07-22,,Cockles,ND,POSITIVE,,<LOD,BTX/2003/0538
BTX/2003/0530,The Wash,,Boston BC,,Dani Foods,,2003-07-23,,Mussels,,POSITIVE,,,BTX/2003/0513
BTX/2003/0531,Three Rivers,B071E,Carmarthenshire CC,SN357073,St Ishmaels,2003-07-22,2003-07-23,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0514
BTX/2003/0532,Burry Inlet,B038B,Carmarthenshire CC,SS48309960,North West,2003-07-22,2003-07-23,,Mussels,ND,,NEGATIVE,,BTX/2003/0515
BTX/2003/0533,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2003-07-21,2003-07-23,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0516
BTX/2003/0534,The Thames,B16AF,London PHA,TM11940000,Foulness Sands,2003-07-21,2003-07-23,,Mussels,ND,,NEGATIVE,<LOD,BTX/2003/0525
