SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(mgPerkg)
BTX/2021/1157,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2025-06-08,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1158,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2025-06-08,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1159,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2025-06-08,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1160,Roach,B73AF,London PHA,TQ94909207,Paglesham,2025-06-08,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1161,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2025-06-07,Pacific oysters,ND,,,,,,
BTX/2021/1162,Taw/Torridge,B036V,North Devon DC,SS46403160,Neck Gut 1,2025-06-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1163,Bigbury and Avon,B030J,South Hams DC,SX67074458,South Hexdown North,2025-06-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1164,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2025-06-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1172,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2025-06-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1173,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2025-06-09,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1174,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2025-06-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1175,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2025-06-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1176,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2025-06-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1177,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2025-06-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1178,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2025-06-08,Mussels,,,,<RL,<RL,<RL,<LOQ
BTX/2021/1215,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2025-06-10,Mussels,ND,,,<RL,<RL,<RL,
BTX/2021/1216,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2025-06-10,Mussels,ND,,,,,,
BTX/2021/1217,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2025-06-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1218,Dee,B45AB,Flintshire CC,SJ1748080363,Salisbury,2025-06-09,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1219,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2025-06-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1220,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2025-06-10,Manila clams,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1221,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2025-06-10,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2021/1222,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2025-06-10,Surf clams,ND,,,<RL,<RL,<RL,3.6
BTX/2021/1223,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2025-06-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1224,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2025-06-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2021/1225,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2025-06-11,Pacific oysters,ND,,,<RL,<RL,<RL,1.2
